subject,body,category
Revisión de información,"Saludos, La administración del conjunto informó cambio de horario para el mantenimiento del ascensor. La coordinación pidió revisar las notas antes del cierre del periodo. También aparece la palabra urgente en el mensaje, aunque el tema principal es el seguimiento médico. También aparece 'autorización requerida' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 20 de febrero. Contacto: Daniela. Quedo atento. Ref. 0299.",salud
Solicitud con prioridad,"Hola, También aparece 'certificado pendiente' en el asunto original y eso puede confundir el caso.. Hay un plazo cercano, aunque no es una emergencia sino un compromiso del proyecto. La persona encargada no contesta y el proceso quedó detenido. La minuta quedó con compromisos asignados a personas que no estuvieron en la llamada. Fecha relacionada: 3 de abril. Contacto: Santiago. Quedo atento. Ref. 0909.",trabajo
Documento con observaciones,"Hola, equipo, me preocupa porque incluye datos médicos del soporte, pero lo crítico es la fecha límite. Además, La referencia interna quedó como MSG-897 y fue enviada desde Chía.. No quiero dejarlo mal clasificado: necesito saber si debo esperar o hacer una corrección manual. Gracias. Ref. 1567.",urgente
Trámite personal,"Buen día, El remitente pide responder por este mismo hilo para evitar cruces de información. El paquete quedó en recepción y piden retirarlo antes del fin de semana. Se parece a una notificación comercial, aunque viene de un contacto conocido. La promoción insiste en actualizar información bancaria fuera del portal oficial. Fecha relacionada: 16 de noviembre. Contacto: Laura. Quedo atento. Ref. 3374.",otros
Consulta sobre el proceso,"Hola, me preocupa porque la remisión aparece vencida en el portal aunque fue emitida esta semana. Además, la biblioteca bloqueó el préstamo porque aparece una devolución pendiente. No quiero dejarlo mal clasificado: el mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. Agradezco la ayuda. Ref. 0400.",salud
Revisión de información - caso en revisión #36,"Hola, equipo, El documento tiene un error que debe corregirse antes de radicarlo hoy. El mensaje suena médico por la excusa de inasistencia, pero la gestión es académica con coordinación.. También aparece 'soporte de pago' en el asunto original y eso puede confundir el caso.. La referencia interna quedó como msg-452 y fue enviada desde soacha.. Fecha relacionada: 23 de marzo. Contacto: Nicolás. Avísame apenas puedas. Ref. 2265.",educacion
Validación de datos,"Hola, equipo, También aparece 'correo automático' en el asunto original y eso puede confundir el caso.. Solicitan descargar un archivo para recibir un descuento que nunca pedí. Un vecino reportó ruido en el parqueadero y la portería pidió revisar las cámaras. El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. Fecha relacionada: 16 de enero. Contacto: Santiago. Quedo atento. Ref. 2421.",spam
Validar soporte adjunto,"Buen día. Aunque el correo usa lenguaje de seguimiento, el plazo final es esta tarde y requiere acción inmediata.. La referencia interna quedó como sol-255 y fue enviada desde cali.. Quedo atento. Ref. 1297.",urgente
Cambio con el cliente - observación del encargado,"Hola, me preocupa porque el examen fue reprogramado y varios estudiantes no recibieron la notificación. Además, hay un plazo cercano, aunque no es una emergencia sino un compromiso del proyecto. No quiero dejarlo mal clasificado: el equipo remoto reportó bloqueos en el tablero y hay entregables sin responsable. Avísame apenas puedas. Ref. 0999.",trabajo
Proceso en revisión,"Buen día, La referencia interna quedó como sol-771 y fue enviada desde cali.. La coordinación pidió revisar las notas antes del cierre del periodo. También aparece 'notificación del sistema' en el asunto original y eso puede confundir el caso.. El paquete quedó en recepción y piden retirarlo antes del fin de semana. Fecha relacionada: 9 de agosto. Contacto: Valentina. Quedo atento. Ref. 1792.",educacion
Información para revisar - revisión del documento,"Saludos, La familia propuso mover la reunión del domingo por el clima y el transporte. El mensaje pide abrir un enlace externo para validar datos y promete desbloquear un beneficio. La fecha que aparece en el mensaje no coincide con la que habían confirmado antes. También aparece 'seguimiento interno' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 24 de octubre. Contacto: Paula. Por favor confirmar recibido. Ref. 2798.",spam
Oferta por tiempo limitado - formulario incompleto,"Perdón la hora, Piden responder con datos personales para activar una supuesta devolución. Parece una alerta urgente, aunque la presión es parte del engaño. También aparece 'revisión del documento' en el asunto original y eso puede confundir el caso.. El mensaje anterior quedó sin respuesta y por eso vuelvo a escribir. Fecha relacionada: 22 de diciembre. Contacto: Daniela. Gracias. Ref. 2749.",spam
Revisión académica,"Buenos días, La entrega se vence en unas horas y falta una firma obligatoria. El remitente pide responder por este mismo hilo para evitar cruces de información. La familia propuso mover la reunión del domingo por el clima y el transporte. La referencia interna quedó como reg-795 y fue enviada desde cali.. Fecha relacionada: 21 de julio. Contacto: Santiago. Gracias. Ref. 2039.",educacion
Información para revisar - certificado pendiente,"Perdón la hora, Además mencionaron una reunión y un formulario, pero eso no resuelve la cita. La referencia interna quedó como reg-264 y fue enviada desde cota.. Un vecino reportó ruido en el parqueadero y la portería pidió revisar las cámaras. La consulta fue reagendada y no sé si el copago anterior todavía aplica. Fecha relacionada: 22 de octubre. Contacto: Camila. Me confirmas por favor. Ref. 0301.",salud
Revisión pendiente del proceso #72,Buen día. La referencia interna quedó como msg-301 y fue enviada desde funza.. El proveedor adjuntó una factura que parece mensaje comercial. Quedo atento. Ref. 0655.,trabajo
Actualización de estado - archivo adjunto,"Hola, equipo. La persona encargada está esperando confirmación ahora para no perder el cupo. Además mencionaron una reunión y un formulario, pero eso no resuelve la cita. Gracias. Ref. 0559.",salud
Confirmación antes del cierre,"Hola, equipo, La coordinación pidió revisar las notas antes del cierre del periodo. El remitente pide responder por este mismo hilo para evitar cruces de información. Hay un plazo cercano, aunque no es una emergencia sino un compromiso del proyecto. También aparece 'estado del proceso' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 10 de febrero. Contacto: Mariana. Agradezco la ayuda. Ref. 1108.",trabajo
Validar soporte adjunto - revisión del documento,"Perdón la hora, Mencionan pago y soporte, aunque corresponde a matrícula y no a una compra. La biblioteca bloqueó el préstamo porque aparece una devolución pendiente. Me llegó una notificación automática, pero no explica el motivo del cambio. El archivo adjunto no abre desde el celular y desde el computador aparece incompleto. Fecha relacionada: 5 de marzo. Contacto: Laura. Quedo atento. Ref. 1786.",educacion
Cambio en la fecha - respuesta del área,"Hola, Se disfraza de factura normal, pero el remitente no coincide. El pago debe quedar antes del cierre bancario o se cancela la reserva. Solicitan descargar un archivo para recibir un descuento que nunca pedí. El remitente pide responder por este mismo hilo para evitar cruces de información. Fecha relacionada: 5 de junio. Contacto: Camila. Me confirmas por favor. Ref. 2840.",spam
Pendiente por sistema,"Hola, me preocupa porque También aparece 'estado del proceso' en el asunto original y eso puede confundir el caso.. Además, la consulta fue reagendada y no sé si el copago anterior todavía aplica. No quiero dejarlo mal clasificado: El mensaje menciona soporte y validación, aunque solo corresponde a un trámite personal sin relación institucional.. Quedo pendiente de respuesta. Ref. 2991.",otros
Proceso en revisión,"Perdón la hora, La remisión aparece vencida en el portal aunque fue emitida esta semana. La novedad escaló a prioridad alta porque afecta la operación del día. La referencia interna quedó como caso-835 y fue enviada desde mosquera.. Me llegó una notificación automática, pero no explica el motivo del cambio. Fecha relacionada: 17 de febrero. Contacto: Mariana. Gracias. Ref. 0547.",salud
Tema por validar,"Hola, me preocupa porque me llegó una notificación automática, pero no explica el motivo del cambio. Además, se disfraza de factura normal, pero el remitente no coincide. No quiero dejarlo mal clasificado: el remitente usa un dominio extraño y pide pagar una tarifa para liberar el paquete. Gracias. Ref. 2894.",spam
Matrícula por validar - enlace de acceso,"Hola, me preocupa porque también aparece una reunión con coordinación, pero es parte del proceso académico. Además, el docente dejó observaciones en la tarea, pero el archivo adjunto no abre. No quiero dejarlo mal clasificado: La referencia interna quedó como REG-698 y fue enviada desde Cota.. Muchas gracias. Ref. 2108.",educacion
Orden pendiente - respuesta del área,"Saludos, Aunque el correo habla de certificado, pago y plataforma, lo que realmente necesito resolver es la autorización de la cita y la entrega del medicamento.. Necesito saber si debo esperar o hacer una corrección manual. La referencia interna quedó como rev-353 y fue enviada desde madrid.. También aparece 'caso en revisión' en el asunto original y eso puede confundir el caso.. Fecha relacionada: 17 de abril. Contacto: Mariana. Por favor confirmar recibido. Ref. 0489.",salud
Novedad del edificio - seguimiento interno,"Hola, La familia propuso mover la reunión del domingo por el clima y el transporte. Parece urgente por el tono, aunque es una coordinación cotidiana. También aparece 'seguimiento interno' en el asunto original y eso puede confundir el caso.. El laboratorio envió el archivo, pero tiene un dato personal mal escrito. Fecha relacionada: 16 de enero. Contacto: Laura. Gracias. Ref. 3214.",otros
Cambio en la programación - seguimiento interno #13,"Hola, equipo, revisa esto porfa: También aparece 'revisión del documento' en el asunto original y eso puede confundir el caso. / la información parece mezclada con otro caso y puede generar confusión / Parece urgente porque hay cierre hoy, pero es el seguimiento normal de una entrega laboral con proveedor. / aparece la palabra salud por el plan de bienestar, pero el asunto es laboral. Fecha mencionada: 25 de junio. Muchas gracias. Ref. 0693.",trabajo
